cohort;0;12;24;36;48;60;72;84;96;108;120;132;144;156;168;180;cod_regsaud
2018-01;105.0;88.0;82.0;70.0;62.0;58.0;56.0;;;;;;;;;;29025
2019-01;66.0;53.0;51.0;37.0;34.0;35.0;;;;;;;;;;;29025
2020-01;66.0;57.0;45.0;38.0;34.0;;;;;;;;;;;;29025
2021-01;119.0;89.0;83.0;69.0;;;;;;;;;;;;;29025
2022-01;119.0;94.0;83.0;;;;;;;;;;;;;;29025
2023-01;86.0;75.0;;;;;;;;;;;;;;;29025
2024-01;83.0;;;;;;;;;;;;;;;;29025
2009-01;84.0;70.0;65.0;54.0;53.0;44.0;41.0;40.0;35.0;36.0;34.0;34.0;34.0;31.0;36.0;34.0;29026
2010-01;65.0;48.0;41.0;33.0;27.0;29.0;29.0;27.0;25.0;25.0;25.0;25.0;25.0;26.0;24.0;;29026
2011-01;60.0;51.0;46.0;34.0;34.0;33.0;25.0;23.0;22.0;18.0;18.0;17.0;17.0;18.0;;;29026
2012-01;73.0;68.0;45.0;43.0;41.0;38.0;35.0;35.0;32.0;34.0;31.0;30.0;29.0;;;;29026
2013-01;37.0;30.0;27.0;26.0;21.0;18.0;18.0;16.0;18.0;18.0;18.0;18.0;;;;;29026
2014-01;88.0;74.0;62.0;53.0;53.0;51.0;47.0;42.0;43.0;47.0;48.0;;;;;;29026
2015-01;59.0;49.0;38.0;28.0;27.0;29.0;33.0;34.0;34.0;31.0;;;;;;;29026
2016-01;41.0;30.0;24.0;21.0;19.0;17.0;23.0;19.0;20.0;;;;;;;;29026
2017-01;57.0;49.0;47.0;43.0;34.0;33.0;36.0;32.0;;;;;;;;;29026
2018-01;52.0;46.0;41.0;33.0;33.0;32.0;32.0;;;;;;;;;;29026
2019-01;40.0;34.0;30.0;30.0;28.0;29.0;;;;;;;;;;;29026
2020-01;51.0;45.0;39.0;39.0;33.0;;;;;;;;;;;;29026
2021-01;66.0;50.0;47.0;37.0;;;;;;;;;;;;;29026
2022-01;71.0;64.0;53.0;;;;;;;;;;;;;;29026
2023-01;43.0;39.0;;;;;;;;;;;;;;;29026
2024-01;57.0;;;;;;;;;;;;;;;;29026
2009-01;70.0;57.0;54.0;45.0;39.0;31.0;32.0;32.0;28.0;27.0;28.0;29.0;27.0;24.0;21.0;25.0;29022
2010-01;56.0;46.0;39.0;31.0;19.0;23.0;19.0;17.0;19.0;17.0;14.0;17.0;15.0;14.0;14.0;;29022
2011-01;63.0;54.0;47.0;39.0;38.0;31.0;20.0;20.0;16.0;17.0;18.0;15.0;16.0;16.0;;;29022
2012-01;51.0;37.0;26.0;27.0;27.0;20.0;20.0;15.0;14.0;11.0;10.0;12.0;12.0;;;;29022
2013-01;93.0;76.0;72.0;62.0;46.0;46.0;43.0;40.0;40.0;40.0;34.0;35.0;;;;;29022
2014-01;105.0;93.0;76.0;56.0;45.0;43.0;38.0;34.0;37.0;37.0;35.0;;;;;;29022
2015-01;51.0;42.0;36.0;22.0;23.0;24.0;22.0;20.0;19.0;19.0;;;;;;;29022
2016-01;57.0;38.0;34.0;32.0;29.0;31.0;30.0;28.0;27.0;;;;;;;;29022
2017-01;71.0;57.0;52.0;47.0;40.0;39.0;35.0;36.0;;;;;;;;;29022
2018-01;115.0;97.0;90.0;78.0;79.0;70.0;69.0;;;;;;;;;;29022
2019-01;86.0;74.0;62.0;60.0;60.0;54.0;;;;;;;;;;;29022
2020-01;64.0;57.0;51.0;45.0;39.0;;;;;;;;;;;;29022
2021-01;135.0;100.0;81.0;78.0;;;;;;;;;;;;;29022
2022-01;74.0;55.0;53.0;;;;;;;;;;;;;;29022
2023-01;79.0;56.0;;;;;;;;;;;;;;;29022
2024-01;115.0;;;;;;;;;;;;;;;;29022
2009-01;137.0;104.0;91.0;80.0;65.0;63.0;57.0;44.0;41.0;39.0;39.0;39.0;38.0;40.0;38.0;45.0;29006
2010-01;130.0;115.0;95.0;76.0;69.0;64.0;50.0;49.0;45.0;44.0;36.0;38.0;41.0;41.0;43.0;;29006
2011-01;166.0;135.0;105.0;95.0;83.0;81.0;81.0;75.0;76.0;72.0;67.0;67.0;62.0;66.0;;;29006
2012-01;150.0;127.0;108.0;91.0;77.0;64.0;62.0;55.0;56.0;58.0;62.0;59.0;60.0;;;;29006
2013-01;171.0;137.0;125.0;119.0;95.0;85.0;75.0;74.0;78.0;77.0;79.0;87.0;;;;;29006
2014-01;184.0;165.0;144.0;122.0;108.0;106.0;98.0;97.0;92.0;90.0;92.0;;;;;;29006
2015-01;130.0;114.0;100.0;92.0;84.0;84.0;80.0;73.0;74.0;72.0;;;;;;;29006
2016-01;208.0;168.0;153.0;151.0;152.0;129.0;133.0;124.0;114.0;;;;;;;;29006
2017-01;182.0;152.0;142.0;120.0;93.0;90.0;88.0;93.0;;;;;;;;;29006
2018-01;155.0;130.0;111.0;86.0;80.0;76.0;81.0;;;;;;;;;;29006
2019-01;222.0;200.0;162.0;156.0;150.0;139.0;;;;;;;;;;;29006
2020-01;180.0;140.0;127.0;114.0;118.0;;;;;;;;;;;;29006
2021-01;327.0;283.0;259.0;232.0;;;;;;;;;;;;;29006
2022-01;326.0;288.0;254.0;;;;;;;;;;;;;;29006
2023-01;226.0;190.0;;;;;;;;;;;;;;;29006
2024-01;368.0;;;;;;;;;;;;;;;;29006
2009-01;35.0;27.0;26.0;22.0;17.0;15.0;15.0;16.0;17.0;17.0;14.0;14.0;10.0;13.0;13.0;13.0;29024
2010-01;29.0;28.0;20.0;15.0;13.0;12.0;14.0;16.0;16.0;16.0;17.0;16.0;17.0;17.0;19.0;;29024
2011-01;19.0;17.0;13.0;12.0;11.0;9.0;8.0;9.0;10.0;9.0;6.0;6.0;6.0;8.0;;;29024
2012-01;27.0;15.0;17.0;15.0;15.0;13.0;14.0;16.0;15.0;14.0;14.0;14.0;12.0;;;;29024
2013-01;46.0;39.0;35.0;24.0;24.0;24.0;25.0;24.0;23.0;24.0;22.0;20.0;;;;;29024
2014-01;31.0;24.0;20.0;13.0;13.0;15.0;16.0;12.0;12.0;10.0;11.0;;;;;;29024
2015-01;30.0;23.0;14.0;17.0;16.0;15.0;13.0;14.0;14.0;14.0;;;;;;;29024
2016-01;22.0;11.0;15.0;14.0;13.0;12.0;11.0;10.0;10.0;;;;;;;;29024
2017-01;31.0;30.0;24.0;23.0;18.0;17.0;11.0;13.0;;;;;;;;;29024
2018-01;27.0;24.0;19.0;8.0;11.0;10.0;9.0;;;;;;;;;;29024
2019-01;17.0;13.0;10.0;8.0;5.0;6.0;;;;;;;;;;;29024
2020-01;36.0;19.0;20.0;18.0;19.0;;;;;;;;;;;;29024
2021-01;53.0;40.0;38.0;35.0;;;;;;;;;;;;;29024
2022-01;36.0;33.0;26.0;;;;;;;;;;;;;;29024
2023-01;36.0;31.0;;;;;;;;;;;;;;;29024
2024-01;59.0;;;;;;;;;;;;;;;;29024
2009-01;44.0;32.0;25.0;20.0;15.0;14.0;11.0;11.0;10.0;11.0;10.0;9.0;9.0;10.0;9.0;9.0;29019
2010-01;39.0;26.0;22.0;19.0;14.0;10.0;9.0;8.0;8.0;8.0;8.0;8.0;7.0;6.0;4.0;;29019
2011-01;39.0;24.0;15.0;10.0;8.0;8.0;8.0;8.0;9.0;7.0;7.0;7.0;9.0;7.0;;;29019
2012-01;47.0;35.0;22.0;19.0;17.0;13.0;14.0;13.0;11.0;9.0;9.0;9.0;13.0;;;;29019
2013-01;50.0;39.0;30.0;26.0;21.0;18.0;16.0;13.0;9.0;10.0;10.0;11.0;;;;;29019
2014-01;66.0;58.0;54.0;40.0;36.0;32.0;33.0;31.0;29.0;28.0;28.0;;;;;;29019
2015-01;37.0;29.0;17.0;15.0;15.0;15.0;16.0;15.0;15.0;17.0;;;;;;;29019
2016-01;41.0;28.0;22.0;20.0;19.0;13.0;14.0;15.0;14.0;;;;;;;;29019
2017-01;55.0;48.0;41.0;40.0;34.0;36.0;37.0;32.0;;;;;;;;;29019
2018-01;34.0;31.0;28.0;25.0;18.0;19.0;20.0;;;;;;;;;;29019
2019-01;52.0;47.0;40.0;39.0;39.0;33.0;;;;;;;;;;;29019
2020-01;40.0;35.0;36.0;35.0;32.0;;;;;;;;;;;;29019
2021-01;97.0;78.0;78.0;72.0;;;;;;;;;;;;;29019
2022-01;87.0;82.0;61.0;;;;;;;;;;;;;;29019
2023-01;18.0;17.0;;;;;;;;;;;;;;;29019
2024-01;120.0;;;;;;;;;;;;;;;;29019
2009-01;64.0;42.0;38.0;38.0;31.0;24.0;23.0;23.0;17.0;16.0;14.0;17.0;16.0;19.0;19.0;17.0;29003
2010-01;76.0;62.0;53.0;44.0;30.0;31.0;31.0;31.0;28.0;29.0;29.0;26.0;27.0;23.0;27.0;;29003
2011-01;52.0;48.0;34.0;29.0;21.0;21.0;19.0;19.0;18.0;21.0;23.0;23.0;22.0;25.0;;;29003
2012-01;62.0;50.0;42.0;37.0;32.0;34.0;33.0;29.0;29.0;28.0;28.0;28.0;27.0;;;;29003
2013-01;71.0;60.0;53.0;49.0;36.0;35.0;33.0;31.0;34.0;35.0;34.0;36.0;;;;;29003
2014-01;97.0;82.0;70.0;52.0;45.0;45.0;42.0;36.0;36.0;36.0;40.0;;;;;;29003
2015-01;58.0;55.0;41.0;41.0;39.0;41.0;39.0;35.0;37.0;35.0;;;;;;;29003
2016-01;29.0;16.0;18.0;18.0;14.0;11.0;11.0;8.0;12.0;;;;;;;;29003
2017-01;79.0;67.0;58.0;51.0;38.0;36.0;40.0;43.0;;;;;;;;;29003
2018-01;69.0;59.0;55.0;49.0;45.0;45.0;40.0;;;;;;;;;;29003
2019-01;56.0;45.0;39.0;35.0;32.0;26.0;;;;;;;;;;;29003
2020-01;30.0;21.0;20.0;18.0;21.0;;;;;;;;;;;;29003
2021-01;41.0;32.0;29.0;28.0;;;;;;;;;;;;;29003
2022-01;49.0;36.0;31.0;;;;;;;;;;;;;;29003
2023-01;42.0;28.0;;;;;;;;;;;;;;;29003
2024-01;79.0;;;;;;;;;;;;;;;;29003
2009-01;70.0;53.0;48.0;47.0;39.0;41.0;29.0;28.0;29.0;23.0;25.0;26.0;25.0;26.0;25.0;24.0;29002
2010-01;44.0;35.0;32.0;32.0;26.0;29.0;27.0;28.0;26.0;25.0;24.0;26.0;21.0;21.0;23.0;;29002
2011-01;81.0;70.0;61.0;56.0;49.0;47.0;47.0;45.0;43.0;43.0;41.0;41.0;39.0;40.0;;;29002
2012-01;38.0;31.0;22.0;19.0;18.0;16.0;16.0;17.0;15.0;15.0;18.0;19.0;18.0;;;;29002
2013-01;45.0;34.0;31.0;32.0;22.0;26.0;25.0;27.0;27.0;23.0;22.0;24.0;;;;;29002
2014-01;77.0;69.0;61.0;50.0;47.0;48.0;42.0;47.0;50.0;49.0;46.0;;;;;;29002
2015-01;97.0;82.0;69.0;61.0;60.0;54.0;46.0;56.0;49.0;41.0;;;;;;;29002
2016-01;74.0;62.0;54.0;50.0;47.0;46.0;49.0;47.0;47.0;;;;;;;;29002
2017-01;53.0;43.0;37.0;35.0;31.0;30.0;29.0;27.0;;;;;;;;;29002
2018-01;77.0;60.0;52.0;45.0;45.0;39.0;38.0;;;;;;;;;;29002
2019-01;59.0;48.0;39.0;36.0;40.0;38.0;;;;;;;;;;;29002
2020-01;62.0;46.0;47.0;46.0;40.0;;;;;;;;;;;;29002
2021-01;92.0;76.0;68.0;70.0;;;;;;;;;;;;;29002
2022-01;90.0;74.0;60.0;;;;;;;;;;;;;;29002
2023-01;74.0;65.0;;;;;;;;;;;;;;;29002
2024-01;84.0;;;;;;;;;;;;;;;;29002
2009-01;109.0;97.0;88.0;84.0;78.0;75.0;72.0;65.0;60.0;54.0;55.0;48.0;46.0;46.0;45.0;41.0;29012
2010-01;170.0;148.0;129.0;121.0;114.0;108.0;106.0;99.0;93.0;92.0;91.0;92.0;85.0;83.0;84.0;;29012
2011-01;83.0;76.0;62.0;54.0;53.0;45.0;38.0;33.0;30.0;24.0;25.0;26.0;27.0;27.0;;;29012
2012-01;49.0;38.0;32.0;34.0;32.0;27.0;26.0;25.0;24.0;23.0;23.0;23.0;24.0;;;;29012
2013-01;85.0;63.0;57.0;58.0;47.0;39.0;35.0;35.0;35.0;35.0;37.0;38.0;;;;;29012
2014-01;91.0;79.0;72.0;49.0;48.0;45.0;41.0;43.0;43.0;41.0;48.0;;;;;;29012
2015-01;55.0;48.0;37.0;32.0;32.0;35.0;33.0;32.0;26.0;25.0;;;;;;;29012
2016-01;52.0;40.0;39.0;37.0;34.0;36.0;34.0;33.0;33.0;;;;;;;;29012
2017-01;146.0;119.0;117.0;109.0;98.0;93.0;93.0;98.0;;;;;;;;;29012
2018-01;69.0;58.0;57.0;52.0;50.0;44.0;40.0;;;;;;;;;;29012
2019-01;59.0;48.0;40.0;36.0;36.0;35.0;;;;;;;;;;;29012
2020-01;86.0;78.0;71.0;66.0;67.0;;;;;;;;;;;;29012
2021-01;131.0;102.0;100.0;94.0;;;;;;;;;;;;;29012
2022-01;114.0;96.0;77.0;;;;;;;;;;;;;;29012
2023-01;48.0;39.0;;;;;;;;;;;;;;;29012
2024-01;111.0;;;;;;;;;;;;;;;;29012
2009-01;39.0;31.0;28.0;20.0;14.0;15.0;14.0;13.0;10.0;11.0;10.0;11.0;8.0;8.0;8.0;9.0;29011
2010-01;32.0;28.0;20.0;16.0;12.0;11.0;11.0;7.0;7.0;8.0;8.0;7.0;6.0;7.0;6.0;;29011
2011-01;26.0;20.0;12.0;9.0;8.0;7.0;5.0;5.0;5.0;5.0;4.0;3.0;4.0;4.0;;;29011
2012-01;35.0;23.0;21.0;19.0;16.0;14.0;15.0;12.0;11.0;10.0;13.0;13.0;12.0;;;;29011
2013-01;39.0;32.0;22.0;21.0;19.0;17.0;15.0;14.0;8.0;10.0;9.0;9.0;;;;;29011
2014-01;32.0;27.0;23.0;19.0;20.0;20.0;21.0;21.0;22.0;17.0;19.0;;;;;;29011
2015-01;28.0;23.0;11.0;9.0;11.0;10.0;10.0;10.0;10.0;9.0;;;;;;;29011
2016-01;16.0;7.0;7.0;6.0;7.0;7.0;6.0;6.0;7.0;;;;;;;;29011
2017-01;57.0;42.0;37.0;38.0;37.0;36.0;35.0;32.0;;;;;;;;;29011
2018-01;36.0;25.0;23.0;24.0;25.0;23.0;22.0;;;;;;;;;;29011
2019-01;19.0;15.0;7.0;8.0;8.0;4.0;;;;;;;;;;;29011
2020-01;27.0;19.0;14.0;15.0;16.0;;;;;;;;;;;;29011
2021-01;43.0;34.0;29.0;27.0;;;;;;;;;;;;;29011
2022-01;36.0;31.0;29.0;;;;;;;;;;;;;;29011
2023-01;25.0;17.0;;;;;;;;;;;;;;;29011
2024-01;58.0;;;;;;;;;;;;;;;;29011
2009-01;100.0;86.0;77.0;76.0;63.0;49.0;47.0;48.0;43.0;50.0;51.0;48.0;47.0;45.0;47.0;50.0;29015
2010-01;73.0;66.0;61.0;46.0;39.0;35.0;32.0;28.0;31.0;33.0;31.0;31.0;30.0;30.0;33.0;;29015
2011-01;51.0;42.0;33.0;24.0;24.0;20.0;17.0;18.0;19.0;16.0;16.0;19.0;18.0;20.0;;;29015
2012-01;57.0;41.0;36.0;33.0;31.0;23.0;26.0;27.0;25.0;23.0;23.0;22.0;24.0;;;;29015
2013-01;88.0;72.0;64.0;57.0;45.0;38.0;40.0;41.0;45.0;45.0;42.0;39.0;;;;;29015
2014-01;108.0;91.0;72.0;49.0;43.0;44.0;45.0;45.0;48.0;47.0;51.0;;;;;;29015
2015-01;77.0;64.0;53.0;50.0;46.0;45.0;45.0;44.0;43.0;39.0;;;;;;;29015
2016-01;60.0;44.0;40.0;41.0;40.0;39.0;40.0;39.0;35.0;;;;;;;;29015
2017-01;93.0;83.0;70.0;63.0;60.0;60.0;58.0;58.0;;;;;;;;;29015
2018-01;109.0;85.0;74.0;64.0;65.0;66.0;60.0;;;;;;;;;;29015
2019-01;70.0;61.0;49.0;41.0;48.0;48.0;;;;;;;;;;;29015
2020-01;63.0;52.0;47.0;44.0;47.0;;;;;;;;;;;;29015
2021-01;118.0;101.0;94.0;81.0;;;;;;;;;;;;;29015
2022-01;68.0;57.0;48.0;;;;;;;;;;;;;;29015
2023-01;45.0;31.0;;;;;;;;;;;;;;;29015
2024-01;195.0;;;;;;;;;;;;;;;;29015
2009-01;32.0;24.0;21.0;15.0;12.0;12.0;12.0;11.0;9.0;11.0;12.0;13.0;12.0;10.0;10.0;11.0;29013
2010-01;38.0;36.0;32.0;20.0;16.0;15.0;15.0;15.0;16.0;16.0;15.0;16.0;14.0;15.0;17.0;;29013
2011-01;18.0;15.0;10.0;9.0;8.0;9.0;7.0;9.0;7.0;8.0;5.0;5.0;5.0;5.0;;;29013
2012-01;29.0;23.0;18.0;18.0;16.0;10.0;9.0;11.0;10.0;11.0;11.0;10.0;11.0;;;;29013
2013-01;33.0;29.0;27.0;24.0;19.0;18.0;16.0;15.0;12.0;12.0;13.0;13.0;;;;;29013
2014-01;34.0;30.0;27.0;17.0;11.0;9.0;12.0;13.0;13.0;12.0;15.0;;;;;;29013
2015-01;28.0;27.0;18.0;13.0;14.0;15.0;16.0;16.0;15.0;15.0;;;;;;;29013
2016-01;18.0;12.0;10.0;11.0;11.0;11.0;10.0;9.0;10.0;;;;;;;;29013
2017-01;37.0;30.0;28.0;26.0;23.0;24.0;22.0;24.0;;;;;;;;;29013
2018-01;35.0;31.0;26.0;23.0;21.0;21.0;20.0;;;;;;;;;;29013
2019-01;24.0;21.0;21.0;17.0;17.0;13.0;;;;;;;;;;;29013
2020-01;24.0;21.0;20.0;17.0;16.0;;;;;;;;;;;;29013
2021-01;44.0;42.0;36.0;28.0;;;;;;;;;;;;;29013
2022-01;29.0;26.0;22.0;;;;;;;;;;;;;;29013
2023-01;17.0;15.0;;;;;;;;;;;;;;;29013
2024-01;39.0;;;;;;;;;;;;;;;;29013
2009-01;71.0;50.0;42.0;40.0;32.0;26.0;25.0;26.0;24.0;25.0;26.0;26.0;28.0;30.0;27.0;28.0;29007
2010-01;59.0;53.0;48.0;43.0;34.0;34.0;31.0;28.0;24.0;24.0;25.0;22.0;23.0;24.0;22.0;;29007
2011-01;66.0;56.0;44.0;45.0;42.0;42.0;38.0;38.0;36.0;34.0;33.0;36.0;33.0;34.0;;;29007
2012-01;57.0;49.0;44.0;41.0;43.0;40.0;35.0;32.0;33.0;29.0;27.0;27.0;27.0;;;;29007
2013-01;65.0;55.0;50.0;44.0;35.0;32.0;29.0;28.0;27.0;27.0;28.0;31.0;;;;;29007
2014-01;70.0;62.0;57.0;46.0;38.0;38.0;37.0;38.0;36.0;35.0;36.0;;;;;;29007
2015-01;45.0;42.0;35.0;33.0;33.0;31.0;25.0;21.0;21.0;23.0;;;;;;;29007
2016-01;49.0;40.0;37.0;34.0;31.0;31.0;28.0;28.0;30.0;;;;;;;;29007
2017-01;65.0;59.0;54.0;50.0;46.0;43.0;43.0;47.0;;;;;;;;;29007
2018-01;81.0;77.0;74.0;56.0;52.0;51.0;58.0;;;;;;;;;;29007
2019-01;46.0;40.0;34.0;33.0;32.0;31.0;;;;;;;;;;;29007
2020-01;48.0;39.0;34.0;31.0;28.0;;;;;;;;;;;;29007
2021-01;75.0;66.0;65.0;58.0;;;;;;;;;;;;;29007
2022-01;80.0;69.0;67.0;;;;;;;;;;;;;;29007
2023-01;53.0;46.0;;;;;;;;;;;;;;;29007
2024-01;100.0;;;;;;;;;;;;;;;;29007
2009-01;74.0;45.0;31.0;23.0;21.0;18.0;15.0;12.0;11.0;12.0;11.0;8.0;10.0;9.0;9.0;8.0;29004
2010-01;103.0;87.0;73.0;70.0;66.0;62.0;52.0;49.0;44.0;43.0;42.0;42.0;41.0;39.0;38.0;;29004
2011-01;66.0;56.0;50.0;50.0;47.0;36.0;32.0;32.0;28.0;27.0;28.0;29.0;30.0;30.0;;;29004
2012-01;56.0;56.0;49.0;47.0;45.0;38.0;37.0;33.0;32.0;29.0;29.0;26.0;25.0;;;;29004
2013-01;45.0;39.0;38.0;28.0;19.0;20.0;17.0;15.0;15.0;14.0;13.0;13.0;;;;;29004
2014-01;54.0;50.0;46.0;38.0;35.0;31.0;29.0;26.0;26.0;26.0;26.0;;;;;;29004
2015-01;66.0;53.0;50.0;43.0;32.0;31.0;29.0;26.0;25.0;26.0;;;;;;;29004
2016-01;86.0;78.0;62.0;58.0;50.0;48.0;46.0;41.0;43.0;;;;;;;;29004
2017-01;71.0;56.0;45.0;41.0;36.0;30.0;25.0;22.0;;;;;;;;;29004
2018-01;91.0;75.0;53.0;50.0;48.0;48.0;44.0;;;;;;;;;;29004
2019-01;140.0;128.0;88.0;74.0;76.0;67.0;;;;;;;;;;;29004
2020-01;99.0;92.0;48.0;41.0;42.0;;;;;;;;;;;;29004
2021-01;135.0;101.0;75.0;77.0;;;;;;;;;;;;;29004
2022-01;127.0;92.0;79.0;;;;;;;;;;;;;;29004
2023-01;153.0;121.0;;;;;;;;;;;;;;;29004
2024-01;205.0;;;;;;;;;;;;;;;;29004
2009-01;31.0;22.0;18.0;14.0;13.0;10.0;9.0;7.0;8.0;7.0;7.0;8.0;8.0;6.0;5.0;7.0;29027
2010-01;25.0;18.0;17.0;14.0;10.0;10.0;9.0;5.0;4.0;5.0;5.0;3.0;5.0;4.0;4.0;;29027
2011-01;19.0;14.0;12.0;9.0;6.0;7.0;5.0;4.0;3.0;2.0;2.0;3.0;4.0;4.0;;;29027
2012-01;23.0;17.0;10.0;9.0;9.0;8.0;6.0;5.0;5.0;4.0;4.0;4.0;4.0;;;;29027
2013-01;44.0;36.0;36.0;34.0;20.0;15.0;16.0;15.0;16.0;20.0;18.0;18.0;;;;;29027
2014-01;58.0;53.0;49.0;35.0;34.0;34.0;30.0;29.0;35.0;33.0;31.0;;;;;;29027
2015-01;25.0;24.0;15.0;17.0;15.0;12.0;10.0;11.0;11.0;13.0;;;;;;;29027
2016-01;28.0;19.0;16.0;15.0;14.0;13.0;17.0;15.0;14.0;;;;;;;;29027
2017-01;66.0;55.0;54.0;51.0;50.0;49.0;49.0;42.0;;;;;;;;;29027
2018-01;31.0;29.0;25.0;24.0;23.0;23.0;26.0;;;;;;;;;;29027
2019-01;25.0;20.0;13.0;14.0;12.0;13.0;;;;;;;;;;;29027
2020-01;33.0;29.0;27.0;26.0;25.0;;;;;;;;;;;;29027
2021-01;52.0;43.0;40.0;37.0;;;;;;;;;;;;;29027
2022-01;37.0;35.0;31.0;;;;;;;;;;;;;;29027
2023-01;13.0;12.0;;;;;;;;;;;;;;;29027
2024-01;31.0;;;;;;;;;;;;;;;;29027
2009-01;552.0;455.0;430.0;383.0;360.0;346.0;325.0;315.0;316.0;310.0;308.0;304.0;300.0;288.0;287.0;277.0;29020
2010-01;452.0;404.0;375.0;322.0;301.0;287.0;260.0;254.0;244.0;255.0;242.0;245.0;231.0;226.0;218.0;;29020
2011-01;660.0;592.0;556.0;486.0;467.0;434.0;434.0;416.0;415.0;384.0;391.0;377.0;370.0;362.0;;;29020
2012-01;564.0;510.0;452.0;442.0;394.0;377.0;371.0;356.0;342.0;337.0;334.0;331.0;320.0;;;;29020
2013-01;489.0;410.0;391.0;352.0;341.0;321.0;314.0;305.0;303.0;300.0;297.0;273.0;;;;;29020
2014-01;794.0;701.0;659.0;630.0;603.0;570.0;555.0;555.0;540.0;517.0;494.0;;;;;;29020
2015-01;528.0;472.0;428.0;391.0;393.0;371.0;374.0;360.0;356.0;316.0;;;;;;;29020
2016-01;651.0;586.0;537.0;526.0;488.0;474.0;447.0;430.0;399.0;;;;;;;;29020
2017-01;822.0;718.0;633.0;589.0;585.0;553.0;532.0;508.0;;;;;;;;;29020
2018-01;729.0;612.0;576.0;560.0;525.0;513.0;462.0;;;;;;;;;;29020
2019-01;957.0;866.0;821.0;765.0;740.0;648.0;;;;;;;;;;;29020
2020-01;678.0;628.0;584.0;572.0;479.0;;;;;;;;;;;;29020
2021-01;1115.0;928.0;890.0;761.0;;;;;;;;;;;;;29020
2022-01;1069.0;907.0;774.0;;;;;;;;;;;;;;29020
2023-01;831.0;669.0;;;;;;;;;;;;;;;29020
2024-01;939.0;;;;;;;;;;;;;;;;29020
2009-01;112.0;78.0;56.0;46.0;42.0;35.0;33.0;28.0;24.0;18.0;20.0;18.0;18.0;16.0;16.0;18.0;29001
2010-01;46.0;29.0;25.0;17.0;13.0;12.0;11.0;10.0;10.0;11.0;11.0;8.0;8.0;8.0;7.0;;29001
2011-01;75.0;69.0;44.0;44.0;37.0;32.0;24.0;24.0;21.0;20.0;27.0;25.0;25.0;25.0;;;29001
2012-01;89.0;66.0;56.0;53.0;48.0;42.0;43.0;45.0;37.0;38.0;32.0;32.0;37.0;;;;29001
2013-01;91.0;67.0;62.0;46.0;31.0;36.0;29.0;29.0;26.0;31.0;30.0;24.0;;;;;29001
2014-01;84.0;70.0;60.0;37.0;35.0;37.0;38.0;30.0;29.0;28.0;30.0;;;;;;29001
2015-01;48.0;36.0;27.0;24.0;25.0;24.0;20.0;17.0;17.0;17.0;;;;;;;29001
2016-01;93.0;73.0;63.0;55.0;43.0;34.0;36.0;34.0;35.0;;;;;;;;29001
2017-01;69.0;55.0;42.0;37.0;32.0;36.0;35.0;35.0;;;;;;;;;29001
2018-01;117.0;100.0;73.0;64.0;59.0;49.0;43.0;;;;;;;;;;29001
2019-01;61.0;51.0;39.0;36.0;33.0;30.0;;;;;;;;;;;29001
2020-01;71.0;45.0;45.0;41.0;39.0;;;;;;;;;;;;29001
2021-01;167.0;135.0;118.0;107.0;;;;;;;;;;;;;29001
2022-01;101.0;92.0;85.0;;;;;;;;;;;;;;29001
2023-01;94.0;76.0;;;;;;;;;;;;;;;29001
2024-01;109.0;;;;;;;;;;;;;;;;29001
2009-01;49.0;35.0;34.0;28.0;26.0;25.0;26.0;26.0;25.0;27.0;25.0;21.0;20.0;21.0;21.0;22.0;29021
2010-01;33.0;25.0;21.0;17.0;18.0;20.0;20.0;21.0;22.0;23.0;22.0;21.0;22.0;23.0;24.0;;29021
2011-01;29.0;29.0;24.0;22.0;21.0;23.0;24.0;20.0;22.0;20.0;19.0;19.0;19.0;19.0;;;29021
2012-01;16.0;10.0;9.0;9.0;9.0;8.0;6.0;6.0;6.0;6.0;8.0;7.0;7.0;;;;29021
2013-01;42.0;37.0;37.0;34.0;29.0;27.0;28.0;29.0;29.0;27.0;27.0;27.0;;;;;29021
2014-01;39.0;36.0;34.0;32.0;29.0;29.0;27.0;24.0;22.0;23.0;23.0;;;;;;29021
2015-01;38.0;32.0;29.0;23.0;23.0;20.0;15.0;17.0;19.0;21.0;;;;;;;29021
2016-01;27.0;20.0;20.0;20.0;18.0;17.0;15.0;13.0;16.0;;;;;;;;29021
2017-01;28.0;26.0;21.0;19.0;17.0;16.0;14.0;13.0;;;;;;;;;29021
2018-01;28.0;24.0;19.0;15.0;16.0;18.0;19.0;;;;;;;;;;29021
2019-01;21.0;19.0;13.0;14.0;12.0;11.0;;;;;;;;;;;29021
2020-01;22.0;20.0;16.0;13.0;11.0;;;;;;;;;;;;29021
2021-01;44.0;37.0;31.0;27.0;;;;;;;;;;;;;29021
2022-01;52.0;47.0;42.0;;;;;;;;;;;;;;29021
2023-01;36.0;26.0;;;;;;;;;;;;;;;29021
2024-01;63.0;;;;;;;;;;;;;;;;29021
2009-01;41.0;33.0;26.0;20.0;11.0;11.0;12.0;11.0;14.0;11.0;11.0;8.0;8.0;9.0;9.0;11.0;29005
2010-01;49.0;44.0;33.0;26.0;22.0;18.0;16.0;16.0;15.0;15.0;17.0;16.0;17.0;18.0;19.0;;29005
2011-01;34.0;29.0;23.0;15.0;16.0;15.0;11.0;9.0;15.0;15.0;16.0;15.0;18.0;16.0;;;29005
