;cod_regsaud;mape
0;43029;0.09681688438685537
0;43004;0.178168342385506
0;43027;0.28271498146594143
0;43021;0.10074973485569008
0;43019;0.13638703832647645
0;43022;0.3645267614106382
0;43005;0.17157884721440705
0;43008;0.08423664250128289
0;43009;0.16952864548657634
0;43025;0.20400948589916176
0;43024;0.274168852328376
0;43026;0.14071743483403365
0;43017;0.11819833398338939
0;43023;0.12508198835957995
0;43020;0.22397128647799178
0;43016;0.22393660206655666
0;43012;0.20385654574809467
0;43007;0.10969725974701237
0;43015;0.17133825820800064
0;43030;0.23660797089954522
0;43001;0.1904163629325789
0;43014;0.20738633352400607
0;43013;0.14265948041530446
0;43018;0.15514210533172698
0;43002;0.18886645079324155
0;43006;0.15436419938185217
0;43011;0.19435678438645848
0;43028;0.1846435283156226
0;15014;0.24962451362786237
0;17002;0.09555517417550763
0;17001;0.09084146301177631
0;17007;0.19242481125968006
0;17003;0.29679127845450604
0;17005;0.10937107146292178
0;17004;0.13675726047785688
0;17006;0.11785959967463364
0;17008;0.22908465704243228
0;28001;0.15958302899644372
0;28002;0.10839408969737603
0;28005;0.10635586720604388
0;28006;0.0777844698930292
0;28003;0.1108834131644217
0;28004;0.12685625765138017
0;28007;0.07759526570853703
0;32002;0.10244061342361503
0;32004;0.08375422389963941
0;32005;0.08269870582900954
0;35091;0.165538468958033
0;35142;0.1604358239823585
0;35074;0.11311460545921513
0;35103;0.09372788452351459
0;35051;0.10468673519572053
0;35133;0.17484541833024356
0;35112;0.11220182005391698
0;35072;0.06421312880766875
0;35031;0.15469822082884094
0;35022;0.1406528853614496
0;35153;0.13385594077424529
0;35021;0.2377238668927198
0;35101;0.2866704621960073
0;35011;0.06499207935327883
0;35092;0.16514208280092618
0;35071;0.09711845684548352
0;35061;0.1118879725883022
0;35155;0.05933690586880399
0;35064;0.20747232768764398
0;35014;0.06892071223690145
0;35095;0.2109934355163369
0;35062;0.12833143207566036
0;35052;0.16199276597818452
0;35023;0.17021196797850852
0;35163;0.10973407682462971
0;35063;0.09114469371050286
0;35171;0.08791583138369397
0;35143;0.20488660962700825
0;35065;0.19258972925272325
0;35012;0.08836066831323326
0;35121;0.10857196980120255
0;35161;0.10283705249299874
0;35073;0.09036159935417626
0;35174;0.09964944251878853
0;35173;0.1289248309584262
0;35151;0.1173030801396083
0;35102;0.2081653130577831
0;35104;0.144860240932165
0;35013;0.08826766299767005
0;35081;0.2211277979200439
0;35172;0.1022091461623415
0;35041;0.09659763113483599
0;35015;0.06843903800877243
0;35034;0.16622380691398742
0;35111;0.11336359266155505
0;35131;0.19027117697308596
0;35115;0.11718405882988385
0;35154;0.18708693131634943
0;35093;0.08394150975754691
0;35032;0.24195143923159135
0;35082;0.24095893185893386
0;35162;0.16363033066625118
0;35141;0.12467698306830585
0;35083;0.12118712306854042
0;35132;0.08076517697735257
0;35156;0.13201204708683714
0;35033;0.33734336050262875
0;35094;0.13221420916549478
0;35114;0.41293073890119664
0;35113;0.06142876941521418
0;35157;0.12625160693015952
0;35152;0.12373272350516962
0;35016;0.06255556238128653
