;ano;retention;regiao_saude
0;2014-01;0.5848981900452489;12003
1;2015-01;0.6455071644042232;12003
2;2016-01;0.6323736802413273;12003
3;2017-01;0.6349780938016232;12003
4;2018-01;0.5767569249922191;12003
5;2019-01;0.6002598455402832;12003
6;2020-01;0.674137044998878;12003
7;2021-01;0.6304854189737911;12003
8;2022-01;0.6194062363428843;12003
9;2023-01;0.6814721044793217;12003
10;2024-01;0.614280240831965;12003
0;2014-01;0.6578278584160937;12002
1;2015-01;0.690291146761735;12002
2;2016-01;0.6367914438502673;12002
3;2017-01;0.6672162804515746;12002
4;2018-01;0.7142929292929293;12002
5;2019-01;0.706726678550208;12002
6;2020-01;0.6961826271216774;12002
7;2021-01;0.7359536000185389;12002
8;2022-01;0.7338591164583697;12002
9;2023-01;0.6818664088510727;12002
10;2024-01;0.6849593813195339;12002
0;2014-01;0.6239393939393939;12001
1;2015-01;0.5710678210678211;12001
2;2016-01;0.5037662337662338;12001
3;2017-01;0.44031746031746033;12001
4;2018-01;0.47015873015873016;12001
5;2019-01;0.4314285714285714;12001
6;2020-01;0.5233333333333333;12001
7;2021-01;0.6111111111111112;12001
8;2022-01;0.75;12001
9;2023-01;0.6757575757575758;12001
10;2024-01;0.6865530303030303;12001
0;2014-01;0.6923326277570759;27007
1;2015-01;0.6551182567387459;27007
2;2016-01;0.6663953084944464;27007
3;2017-01;0.6465867639765763;27007
4;2018-01;0.6750613266377925;27007
5;2019-01;0.7137194702339061;27007
6;2020-01;0.7405018008867786;27007
7;2021-01;0.7181050724470508;27007
8;2022-01;0.7388621377853304;27007
9;2023-01;0.7648759769212904;27007
10;2024-01;0.6879791968727111;27007
0;2014-01;0.5114285714285715;27008
1;2015-01;0.589047619047619;27008
2;2016-01;0.6404761904761905;27008
3;2017-01;0.7075;27008
4;2018-01;0.6738571428571428;27008
5;2019-01;0.6746190476190476;27008
6;2020-01;0.7185952380952381;27008
7;2021-01;0.6815476190476191;27008
8;2022-01;0.7342948717948719;27008
9;2023-01;0.6980260480260481;27008
10;2024-01;0.6964692714692715;27008
0;2014-01;0.7384004884004884;27001
1;2015-01;0.704380871653599;27001
2;2016-01;0.7056645031931881;27001
3;2017-01;0.7071416525662905;27001
4;2018-01;0.7094029619817845;27001
5;2019-01;0.7894461955748486;27001
6;2020-01;0.8125884791861214;27001
7;2021-01;0.8308700783706913;27001
8;2022-01;0.7873223662346295;27001
9;2023-01;0.7652324375067974;27001
10;2024-01;0.7167842427929363;27001
0;2014-01;0.5074592074592075;27002
1;2015-01;0.4829545454545454;27002
2;2016-01;0.4878787878787879;27002
3;2017-01;0.4990530303030303;27002
4;2018-01;0.4769360269360269;27002
